                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.7054,                 1.7815,                 1.5719,                0.29973,                0.45455,                0.28068,                 0.1441,                 1.8118,                 2.0006,                 1.7447,              0.0019465,              0.0019465,              0.0019465
                     30,                 1.8324,                 2.0737,                  1.734,                0.37345,                0.39394,                0.29162,                0.14479,                 1.8679,                 1.9725,                 1.7392,              0.0019446,              0.0019446,              0.0019446
                     31,                 1.6762,                 1.8019,                 1.5927,                0.47832,                0.36122,                 0.3085,                0.16024,                  1.873,                  1.924,                   1.74,              0.0019426,              0.0019426,              0.0019426
                     32,                 1.6759,                 1.8328,                 1.5907,                0.47832,                0.36122,                 0.3085,                0.16024,                  1.873,                  1.924,                   1.74,              0.0019406,              0.0019406,              0.0019406
                     33,                 1.7375,                 1.8444,                 1.6025,                0.42439,                0.34343,                0.31032,                0.15209,                 1.8992,                 1.9114,                 1.7822,              0.0019386,              0.0019386,              0.0019386
                     34,                  1.659,                 1.7205,                 1.5179,                0.42439,                0.34343,                0.31032,                0.15209,                 1.8992,                 1.9114,                 1.7822,              0.0019366,              0.0019366,              0.0019366
                     35,                  1.758,                 1.8711,                 1.6461,                0.44399,                0.39524,                0.32854,                0.13756,                 1.9022,                  1.971,                 1.8105,              0.0019347,              0.0019347,              0.0019347
                     36,                 1.7833,                 1.9839,                  1.677,                0.36483,                0.33333,                0.23622,                0.10044,                 1.9083,                 2.1204,                 1.8093,              0.0019327,              0.0019327,              0.0019327
                     37,                 1.6974,                 1.8947,                 1.6101,                0.36483,                0.33333,                0.23622,                0.10044,                 1.9083,                 2.1204,                 1.8093,              0.0019307,              0.0019307,              0.0019307
                     38,                 1.8175,                 1.9888,                 1.6945,                0.31968,                0.36364,                0.21166,                0.09297,                 1.9234,                 2.2494,                 1.8691,              0.0019287,              0.0019287,              0.0019287
                     39,                  1.765,                 1.9683,                 1.6272,                0.45213,                0.31679,                0.25663,                0.11553,                 1.8922,                 2.1866,                  1.852,              0.0019267,              0.0019267,              0.0019267
                     40,                 1.8997,                  2.056,                  1.829,                0.45213,                0.31679,                0.25663,                0.11553,                 1.8922,                 2.1866,                  1.852,              0.0019248,              0.0019248,              0.0019248
                     41,                 1.7473,                 1.8353,                 1.6678,                0.36886,                0.38384,                0.25415,                0.12509,                 1.7958,                 2.0228,                 1.7586,              0.0019228,              0.0019228,              0.0019228
                     42,                 1.6863,                 1.9226,                 1.6209,                0.36886,                0.38384,                0.25415,                0.12509,                 1.7958,                 2.0228,                 1.7586,              0.0019208,              0.0019208,              0.0019208
                     43,                 1.7425,                 1.8582,                 1.6377,                0.40169,                0.34343,                0.26056,                0.13474,                 1.8038,                 2.0282,                 1.7719,              0.0019188,              0.0019188,              0.0019188
                     44,                 1.6939,                 1.7778,                 1.5863,                0.39104,                0.35354,                0.29594,                0.14874,                 1.8639,                  2.068,                 1.8141,              0.0019168,              0.0019168,              0.0019168
                     45,                 1.6715,                 1.7314,                 1.6045,                0.39104,                0.35354,                0.29594,                0.14874,                 1.8639,                  2.068,                 1.8141,              0.0019149,              0.0019149,              0.0019149
                     46,                 1.6686,                 1.6886,                 1.5639,                0.44448,                0.48492,                0.39295,                0.19336,                 1.8789,                 2.2269,                 1.8037,              0.0019129,              0.0019129,              0.0019129
                     47,                 1.6619,                 1.7592,                 1.5854,                0.52323,                0.50505,                0.43071,                0.22964,                 1.8119,                 2.1838,                 1.7208,              0.0019109,              0.0019109,              0.0019109
                     48,                  1.665,                   1.72,                 1.6527,                0.52323,                0.50505,                0.43071,                0.22964,                 1.8119,                 2.1838,                 1.7208,              0.0019089,              0.0019089,              0.0019089
                     49,                 1.7543,                 1.7451,                 1.6153,                0.55432,                0.43434,                0.46049,                0.24795,                 1.7478,                  2.172,                 1.6683,              0.0019069,              0.0019069,              0.0019069
                     50,                  1.705,                 1.7631,                 1.5757,                0.55432,                0.43434,                0.46049,                0.24795,                 1.7478,                  2.172,                 1.6683,               0.001905,               0.001905,               0.001905
                     51,                 1.6329,                 1.6949,                 1.5193,                0.49879,                0.52525,                0.46253,                0.25754,                 1.7028,                 1.9983,                  1.625,               0.001903,               0.001903,               0.001903
                     52,                 1.7079,                 1.7346,                 1.5696,                0.52623,                0.53535,                0.49798,                 0.2597,                 1.7261,                 1.8704,                  1.614,               0.001901,               0.001901,               0.001901
                     53,                 1.6629,                 1.7715,                 1.5737,                0.52623,                0.53535,                0.49798,                 0.2597,                 1.7261,                 1.8704,                  1.614,               0.001899,               0.001899,               0.001899
                     54,                 1.6478,                 1.7588,                 1.5309,                0.50486,                0.47475,                0.43163,                0.20987,                 1.8196,                 1.8515,                 1.6984,               0.001897,               0.001897,               0.001897
                     55,                 1.7017,                 1.7558,                 1.5563,                 0.4711,                0.50505,                0.43949,                0.21897,                 1.7639,                 1.7344,                 1.6584,              0.0018951,              0.0018951,              0.0018951
                     56,                 1.6357,                 1.7431,                 1.5286,                 0.4711,                0.50505,                0.43949,                0.21897,                 1.7639,                 1.7344,                 1.6584,              0.0018931,              0.0018931,              0.0018931
                     57,                 1.6069,                 1.7146,                 1.5539,                0.54076,                0.51515,                0.47484,                0.24186,                 1.6998,                 1.6391,                 1.6272,              0.0018911,              0.0018911,              0.0018911
                     58,                 1.6734,                 1.8561,                 1.6043,                0.54076,                0.51515,                0.47484,                0.24186,                 1.6998,                 1.6391,                 1.6272,              0.0018891,              0.0018891,              0.0018891
                     59,                 1.6319,                  1.783,                 1.5371,                0.48649,                0.49764,                0.41095,                0.20642,                 1.7349,                 1.6629,                 1.6717,              0.0018871,              0.0018871,              0.0018871
                     60,                 1.7363,                 1.7679,                 1.6001,                0.47363,                0.43434,                0.40177,                0.20416,                 1.7299,                 1.6999,                 1.6773,              0.0018852,              0.0018852,              0.0018852
                     61,                 1.6263,                 1.6531,                 1.5179,                0.47363,                0.43434,                0.40177,                0.20416,                 1.7299,                 1.6999,                 1.6773,              0.0018832,              0.0018832,              0.0018832
                     62,                 1.6696,                 1.7056,                 1.5069,                0.52223,                0.39394,                0.39572,                0.20335,                 1.8386,                 1.7275,                  1.739,              0.0018812,              0.0018812,              0.0018812
                     63,                 1.5937,                 1.5989,                 1.4621,                0.42745,                0.44444,                0.38067,                0.19618,                 1.8573,                 1.9138,                  1.772,              0.0018792,              0.0018792,              0.0018792
                     64,                 1.6667,                 1.6191,                 1.5445,                0.42745,                0.44444,                0.38067,                0.19618,                 1.8573,                 1.9138,                  1.772,              0.0018772,              0.0018772,              0.0018772
                     65,                 1.6091,                 1.7027,                 1.5148,                0.49023,                0.46465,                0.43977,                0.22038,                  1.927,                 1.9837,                 1.8329,              0.0018753,              0.0018753,              0.0018753
                     66,                 1.5839,                 1.7044,                  1.501,                0.49023,                0.46465,                0.43977,                0.22038,                  1.927,                 1.9837,                 1.8329,              0.0018733,              0.0018733,              0.0018733
                     67,                 1.5621,                  1.606,                 1.4739,                0.52012,                 0.4708,                0.44387,                0.20936,                 1.9509,                 1.9142,                 1.8428,              0.0018713,              0.0018713,              0.0018713
                     68,                 1.5844,                 1.5879,                 1.5187,                0.49852,                0.48485,                0.43773,                0.20936,                 1.8969,                 1.8115,                 1.7857,              0.0018693,              0.0018693,              0.0018693
                     69,                 1.5729,                 1.5733,                  1.484,                0.49852,                0.48485,                0.43773,                0.20936,                 1.8969,                 1.8115,                 1.7857,              0.0018673,              0.0018673,              0.0018673
                     70,                 1.5728,                 1.6415,                 1.5087,                0.52639,                0.45455,                0.45669,                0.22167,                  1.824,                 1.7433,                  1.731,              0.0018654,              0.0018654,              0.0018654
                     71,                 1.6746,                 1.9662,                 1.6689,                0.57544,                0.40404,                0.44649,                0.22465,                 1.8419,                 1.7571,                 1.7324,              0.0018634,              0.0018634,              0.0018634
                     72,                 1.6491,                 1.7161,                 1.5138,                0.57544,                0.40404,                0.44649,                0.22465,                 1.8419,                 1.7571,                 1.7324,              0.0018614,              0.0018614,              0.0018614
                     73,                 1.6564,                 1.7648,                 1.5736,                0.48116,                0.50505,                0.42677,                0.21799,                 1.7418,                 1.6933,                 1.6238,              0.0018594,              0.0018594,              0.0018594
                     74,                 1.5396,                  1.736,                 1.4997,                0.48116,                0.50505,                0.42677,                0.21799,                 1.7418,                 1.6933,                 1.6238,              0.0018574,              0.0018574,              0.0018574
                     75,                 1.5808,                 1.6578,                 1.5094,                0.48515,                0.50505,                0.41523,                0.21281,                 1.7114,                 1.6691,                 1.5986,              0.0018555,              0.0018555,              0.0018555
                     76,                 1.5947,                 1.6975,                 1.5378,                0.56141,                0.52525,                0.42779,                0.22221,                  1.788,                 1.7455,                 1.6878,              0.0018535,              0.0018535,              0.0018535
                     77,                 1.5327,                 1.6493,                 1.5116,                0.56141,                0.52525,                0.42779,                0.22221,                  1.788,                 1.7455,                 1.6878,              0.0018515,              0.0018515,              0.0018515
                     78,                 1.6312,                 1.8261,                 1.5958,                0.53384,                0.55525,                0.45019,                0.22491,                  1.791,                 1.7424,                 1.6856,              0.0018495,              0.0018495,              0.0018495
                     79,                 1.6164,                 1.6346,                 1.5698,                0.54053,                0.56566,                0.46309,                0.24236,                 1.7382,                 1.7414,                 1.6356,              0.0018475,              0.0018475,              0.0018475
                     80,                 1.6215,                 1.6618,                  1.532,                0.54053,                0.56566,                0.46309,                0.24236,                 1.7382,                 1.7414,                 1.6356,              0.0018456,              0.0018456,              0.0018456
                     81,                 1.5613,                 1.6556,                 1.5162,                 0.5769,                0.55556,                0.47015,                0.24499,                 1.6966,                 1.6228,                 1.6124,              0.0018436,              0.0018436,              0.0018436
                     82,                 1.5814,                 1.7781,                  1.602,                 0.5769,                0.55556,                0.47015,                0.24499,                 1.6966,                 1.6228,                 1.6124,              0.0018416,              0.0018416,              0.0018416
                     83,                 1.5769,                 1.6996,                 1.5663,                0.54691,                0.50505,                0.45968,                0.24268,                 1.7369,                 1.6225,                 1.6555,              0.0018396,              0.0018396,              0.0018396
                     84,                 1.6799,                 1.8224,                 1.6622,                0.55994,                0.51413,                0.46528,                0.24429,                 1.7631,                 1.6749,                 1.6714,              0.0018376,              0.0018376,              0.0018376
                     85,                 1.7313,                 1.7522,                 1.6157,                0.55994,                0.51413,                0.46528,                0.24429,                 1.7631,                 1.6749,                 1.6714,              0.0018357,              0.0018357,              0.0018357
                     86,                 1.5975,                 1.7426,                 1.5804,                0.60792,                0.51515,                0.47549,                 0.2579,                 1.7348,                 1.7298,                 1.6507,              0.0018337,              0.0018337,              0.0018337
                     87,                 1.6341,                 1.7811,                 1.5457,                0.58375,                0.50505,                0.47969,                 0.2683,                 1.6958,                 1.6841,                 1.6446,              0.0018317,              0.0018317,              0.0018317
                     88,                 1.5794,                 1.6392,                 1.4608,                0.58375,                0.50505,                0.47969,                 0.2683,                 1.6958,                 1.6841,                 1.6446,              0.0018297,              0.0018297,              0.0018297
                     89,                  1.609,                  1.704,                 1.5441,                0.56265,                0.51515,                0.49401,                0.27755,                  1.718,                 1.6822,                 1.6804,              0.0018277,              0.0018277,              0.0018277
                     90,                 1.5757,                 1.6593,                  1.504,                0.56265,                0.51515,                0.49401,                0.27755,                  1.718,                 1.6822,                 1.6804,              0.0018258,              0.0018258,              0.0018258
                     91,                 1.6004,                 1.6805,                 1.5194,                0.51008,                0.50505,                0.47469,                0.27499,                 1.7176,                 1.9217,                  1.708,              0.0018238,              0.0018238,              0.0018238
                     92,                 1.4954,                 1.5872,                 1.4104,                0.66475,                0.39394,                0.46525,                0.26311,                 1.7401,                 2.3942,                 1.7432,              0.0018218,              0.0018218,              0.0018218
                     93,                 1.5461,                 1.4958,                 1.4392,                0.66475,                0.39394,                0.46525,                0.26311,                 1.7401,                 2.3942,                 1.7432,              0.0018198,              0.0018198,              0.0018198
                     94,                 1.5736,                 1.6052,                 1.4601,                0.61993,                0.49495,                0.49154,                0.26941,                  1.728,                 2.4211,                 1.7234,              0.0018178,              0.0018178,              0.0018178
                     95,                 1.5692,                 1.7314,                  1.537,                0.67807,                0.53535,                0.50822,                0.27989,                  1.695,                 2.0415,                 1.6624,              0.0018159,              0.0018159,              0.0018159
                     96,                 1.4465,                 1.4984,                 1.4531,                0.67807,                0.53535,                0.50822,                0.27989,                  1.695,                 2.0415,                 1.6624,              0.0018139,              0.0018139,              0.0018139
                     97,                 1.4961,                 1.5584,                 1.4667,                0.60354,                0.59972,                0.49665,                0.27905,                    1.7,                  1.707,                 1.6537,              0.0018119,              0.0018119,              0.0018119
                     98,                 1.6114,                 1.6911,                 1.5801,                0.60354,                0.59972,                0.49665,                0.27905,                    1.7,                  1.707,                 1.6537,              0.0018099,              0.0018099,              0.0018099
                     99,                  1.442,                  1.507,                  1.456,                0.53674,                0.61616,                 0.5011,                0.27882,                  1.664,                 1.5934,                 1.6066,              0.0018079,              0.0018079,              0.0018079
                    100,                 1.5609,                 1.5717,                 1.4953,                0.50372,                0.59596,                0.50554,                0.27403,                 1.7305,                 1.5774,                 1.6636,               0.001806,               0.001806,               0.001806
                    101,                  1.557,                 1.9047,                 1.5886,                0.50372,                0.59596,                0.50554,                0.27403,                 1.7305,                 1.5774,                 1.6636,               0.001804,               0.001804,               0.001804
                    102,                 1.4739,                 1.4831,                 1.4317,                0.54093,                0.47611,                 0.4674,                0.25086,                 1.7511,                 1.6084,                 1.6959,               0.001802,               0.001802,               0.001802
                    103,                 1.4509,                 1.4857,                 1.4345,                0.49775,                0.47475,                0.43722,                 0.2432,                 1.7005,                  1.567,                 1.6547,                 0.0018,                 0.0018,                 0.0018
                    104,                    1.5,                 1.6112,                 1.4573,                0.49775,                0.47475,                0.43722,                 0.2432,                 1.7005,                  1.567,                 1.6547,               0.001798,               0.001798,               0.001798
                    105,                 1.5397,                 1.5053,                 1.4716,                0.45861,                0.50505,                 0.4421,                0.24522,                 1.6917,                 1.5472,                 1.6377,              0.0017961,              0.0017961,              0.0017961
                    106,                 1.4746,                 1.5849,                 1.4645,                0.45861,                0.50505,                 0.4421,                0.24522,                 1.6917,                 1.5472,                 1.6377,              0.0017941,              0.0017941,              0.0017941
                    107,                 1.5284,                 1.5563,                  1.465,                0.54886,                0.46465,                0.45865,                0.25838,                 1.6873,                 1.5316,                  1.616,              0.0017921,              0.0017921,              0.0017921
                    108,                 1.5414,                 1.5571,                 1.4424,                0.52419,                0.48485,                0.46736,                0.25609,                   1.68,                 1.5221,                 1.6304,              0.0017901,              0.0017901,              0.0017901
                    109,                  1.433,                 1.4932,                 1.3975,                0.52419,                0.48485,                0.46736,                0.25609,                   1.68,                 1.5221,                 1.6304,              0.0017881,              0.0017881,              0.0017881
                    110,                 1.5458,                 1.5529,                 1.4555,                0.51309,                0.51095,                0.46585,                0.25242,                 1.6759,                 1.5351,                 1.6533,              0.0017862,              0.0017862,              0.0017862
                    111,                 1.5806,                 1.5327,                 1.5305,                0.52415,                0.53535,                0.47125,                 0.2418,                  1.677,                 1.5627,                 1.6545,              0.0017842,              0.0017842,              0.0017842
                    112,                 1.5391,                 1.6328,                 1.4979,                0.52415,                0.53535,                0.47125,                 0.2418,                  1.677,                 1.5627,                 1.6545,              0.0017822,              0.0017822,              0.0017822
                    113,                 1.5406,                 1.5822,                 1.4597,                0.52132,                0.53535,                0.44796,                0.22517,                  1.689,                  1.611,                 1.6478,              0.0017802,              0.0017802,              0.0017802
                    114,                 1.5218,                 1.5814,                 1.4842,                0.52132,                0.53535,                0.44796,                0.22517,                  1.689,                  1.611,                 1.6478,              0.0017782,              0.0017782,              0.0017782
                    115,                 1.5674,                 1.5288,                 1.5296,                0.48184,                0.50505,                0.45533,                0.22972,                 1.7151,                 1.6007,                 1.6557,              0.0017763,              0.0017763,              0.0017763
                    116,                 1.5055,                 1.5482,                 1.4748,                0.49329,                0.48187,                0.43871,                0.22216,                 1.7486,                 1.6201,                 1.6875,              0.0017743,              0.0017743,              0.0017743
                    117,                 1.5358,                 1.6224,                 1.5382,                0.49329,                0.48187,                0.43871,                0.22216,                 1.7486,                 1.6201,                 1.6875,              0.0017723,              0.0017723,              0.0017723
                    118,                 1.4779,                 1.5193,                 1.4444,                0.55132,                0.43434,                0.43224,                 0.2285,                 1.7658,                 1.6267,                 1.6897,              0.0017703,              0.0017703,              0.0017703
                    119,                 1.4274,                  1.474,                 1.4302,                0.48638,                0.48485,                0.43932,                0.24267,                 1.7139,                  1.583,                 1.6543,              0.0017683,              0.0017683,              0.0017683
                    120,                 1.5227,                 1.5068,                 1.4684,                0.48638,                0.48485,                0.43932,                0.24267,                 1.7139,                  1.583,                 1.6543,              0.0017664,              0.0017664,              0.0017664
                    121,                 1.3874,                 1.4594,                 1.3816,                0.41664,                0.55556,                0.43397,                0.23934,                 1.6214,                 1.5886,                 1.5952,              0.0017644,              0.0017644,              0.0017644
                    122,                 1.4237,                 1.4842,                 1.3901,                0.41664,                0.55556,                0.43397,                0.23934,                 1.6214,                 1.5886,                 1.5952,              0.0017624,              0.0017624,              0.0017624
                    123,                 1.4471,                 1.5821,                 1.4507,                0.44043,                0.53535,                0.41658,                0.22962,                 1.6292,                 1.5949,                 1.5983,              0.0017604,              0.0017604,              0.0017604
                    124,                 1.4582,                 1.5321,                 1.4253,                0.48042,                0.51515,                0.42066,                 0.2301,                 1.6458,                 1.5722,                 1.6113,              0.0017584,              0.0017584,              0.0017584
                    125,                 1.3988,                  1.442,                 1.3745,                0.48042,                0.51515,                0.42066,                 0.2301,                 1.6458,                 1.5722,                 1.6113,              0.0017565,              0.0017565,              0.0017565
                    126,                  1.381,                 1.5116,                 1.4319,                0.48231,                0.58349,                0.43631,                0.24646,                 1.6489,                 1.5548,                 1.6331,              0.0017545,              0.0017545,              0.0017545
                    127,                 1.5138,                 1.4625,                 1.5152,                0.56692,                0.56859,                0.45867,                0.24987,                 1.6678,                  1.544,                 1.6438,              0.0017525,              0.0017525,              0.0017525
                    128,                 1.3771,                  1.408,                 1.3722,                0.56692,                0.56859,                0.45867,                0.24987,                 1.6678,                  1.544,                 1.6438,              0.0017505,              0.0017505,              0.0017505
                    129,                 1.5391,                 1.5672,                 1.4727,                0.59992,                0.59596,                0.46646,                0.25533,                 1.6509,                 1.5255,                 1.6293,              0.0017485,              0.0017485,              0.0017485
                    130,                 1.4457,                 1.5518,                 1.4277,                0.59992,                0.59596,                0.46646,                0.25533,                 1.6509,                 1.5255,                 1.6293,              0.0017466,              0.0017466,              0.0017466
                    131,                 1.4094,                 1.6226,                 1.4121,                0.53467,                0.56872,                 0.4419,                0.22504,                 1.6702,                  1.719,                 1.6732,              0.0017446,              0.0017446,              0.0017446
                    132,                  1.433,                 1.4843,                 1.4118,                0.52695,                0.52886,                0.40409,                0.21162,                 1.7203,                 1.7637,                 1.7165,              0.0017426,              0.0017426,              0.0017426
                    133,                 1.4928,                 1.5738,                 1.4602,                0.52695,                0.52886,                0.40409,                0.21162,                 1.7203,                 1.7637,                 1.7165,              0.0017406,              0.0017406,              0.0017406
                    134,                 1.4755,                 1.5436,                   1.44,                0.53332,                0.56566,                0.49318,                0.26203,                 1.6717,                 1.5697,                 1.6602,              0.0017386,              0.0017386,              0.0017386
                    135,                 1.4547,                 1.5703,                 1.4455,                0.61807,                0.51515,                0.53493,                0.30031,                 1.6446,                  1.455,                 1.6081,              0.0017367,              0.0017367,              0.0017367
                    136,                 1.3396,                 1.3786,                  1.347,                0.61807,                0.51515,                0.53493,                0.30031,                 1.6446,                  1.455,                 1.6081,              0.0017347,              0.0017347,              0.0017347
                    137,                 1.3469,                 1.4151,                 1.3626,                0.58695,                0.51674,                0.51399,                0.30051,                 1.6852,                 1.4573,                 1.6291,              0.0017327,              0.0017327,              0.0017327
                    138,                 1.5025,                 1.5479,                 1.4264,                0.58695,                0.51674,                0.51399,                0.30051,                 1.6852,                 1.4573,                 1.6291,              0.0017307,              0.0017307,              0.0017307
                    139,                 1.6194,                 1.7325,                 1.5466,                 0.5429,                0.55556,                0.50018,                0.27909,                  1.772,                 1.5151,                 1.7171,              0.0017287,              0.0017287,              0.0017287
                    140,                 1.3526,                 1.4257,                 1.3436,                0.50262,                0.55556,                0.49203,                0.26707,                 1.7681,                 1.5549,                 1.7182,              0.0017268,              0.0017268,              0.0017268
                    141,                 1.4249,                 1.4752,                 1.4229,                0.50262,                0.55556,                0.49203,                0.26707,                 1.7681,                 1.5549,                 1.7182,              0.0017248,              0.0017248,              0.0017248
                    142,                  1.355,                 1.3743,                 1.3686,                0.49971,                0.56566,                0.47059,                0.25672,                  1.745,                 1.6157,                 1.6833,              0.0017228,              0.0017228,              0.0017228
                    143,                 1.4118,                 1.4865,                 1.4802,                0.49901,                0.56566,                0.46671,                0.25749,                 1.6929,                  1.587,                 1.6374,              0.0017208,              0.0017208,              0.0017208
                    144,                 1.4718,                 1.4171,                 1.4725,                0.49901,                0.56566,                0.46671,                0.25749,                 1.6929,                  1.587,                 1.6374,              0.0017188,              0.0017188,              0.0017188
                    145,                 1.3905,                 1.4168,                 1.4399,                0.57452,                0.58586,                0.50002,                 0.2737,                 1.6736,                 1.5492,                 1.6121,              0.0017169,              0.0017169,              0.0017169
                    146,                 1.4182,                 1.5131,                 1.4547,                0.57452,                0.58586,                0.50002,                 0.2737,                 1.6736,                 1.5492,                 1.6121,              0.0017149,              0.0017149,              0.0017149
                    147,                 1.3311,                 1.3714,                 1.3448,                0.49468,                0.55556,                0.47254,                0.25283,                 1.7927,                 1.5357,                 1.7175,              0.0017129,              0.0017129,              0.0017129
                    148,                 1.4134,                 1.4718,                 1.4282,                0.41752,                0.53535,                 0.4006,                 0.2059,                 1.8773,                 1.6073,                 1.7791,              0.0017109,              0.0017109,              0.0017109
                    149,                 1.3562,                 1.4587,                 1.3824,                0.41752,                0.53535,                 0.4006,                 0.2059,                 1.8773,                 1.6073,                 1.7791,              0.0017089,              0.0017089,              0.0017089
                    150,                 1.4447,                 1.4449,                 1.4089,                0.48152,                0.47475,                0.39038,                0.17769,                 1.8663,                 1.6993,                 1.7552,               0.001707,               0.001707,               0.001707
                    151,                 1.3789,                 1.4129,                 1.4074,                0.54662,                0.47475,                0.40319,                 0.2021,                 1.7694,                 1.6432,                 1.6538,               0.001705,               0.001705,               0.001705
                    152,                  1.367,                 1.3273,                 1.3446,                0.54662,                0.47475,                0.40319,                 0.2021,                 1.7694,                 1.6432,                 1.6538,               0.001703,               0.001703,               0.001703
