                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.77531,                0.70798,                 1.0426,                 0.8708,                      1,                  0.973,                0.82151,                0.75522,                0.85699,                0.99702,              0.0018297,              0.0018297,              0.0018297
                     89,                0.73999,                0.76001,                 1.0143,                 0.8708,                      1,                  0.973,                0.82151,                0.75522,                0.85699,                0.99702,              0.0018277,              0.0018277,              0.0018277
                     90,                0.74887,                0.72979,                  1.032,                0.81125,                      1,                 0.9275,                 0.7866,                0.81435,                0.83203,                 1.0352,              0.0018258,              0.0018258,              0.0018258
                     91,                 0.8075,                0.74446,                 1.0568,                0.81698,                0.99267,                  0.915,                0.76756,                0.80121,                0.82402,                 1.0278,              0.0018238,              0.0018238,              0.0018238
                     92,                 0.7501,                0.76546,                 1.0238,                0.81765,                0.99673,                  0.915,                0.78373,                0.76826,                0.77834,                 1.0076,              0.0018218,              0.0018218,              0.0018218
                     93,                0.70663,                0.72116,                  1.039,                0.81714,                0.99364,                0.89667,                0.76549,                0.79091,                0.82792,                 1.0487,              0.0018198,              0.0018198,              0.0018198
                     94,                0.81141,                 0.7434,                 1.0516,                0.79562,                      1,                  0.935,                0.79946,                0.75427,                 0.8307,                 1.0289,              0.0018178,              0.0018178,              0.0018178
                     95,                0.71617,                0.68481,                 1.0206,                0.79562,                      1,                  0.935,                0.79946,                0.75427,                 0.8307,                 1.0289,              0.0018159,              0.0018159,              0.0018159
                     96,                0.71533,                0.69409,                 1.0081,                0.74228,                      1,                  0.955,                0.81275,                0.69962,                0.80388,                 1.0247,              0.0018139,              0.0018139,              0.0018139
                     97,                 0.7315,                 0.7086,                 1.0132,                0.74517,                      1,                 0.9235,                 0.7759,                0.69233,                 0.7604,                 1.0327,              0.0018119,              0.0018119,              0.0018119
                     98,                 0.6663,                0.63466,                 1.0202,                0.74521,                      1,                0.92625,                0.74495,                0.74496,                0.78112,                 1.0549,              0.0018099,              0.0018099,              0.0018099
                     99,                0.70766,                0.66689,                 1.0265,                0.74356,                      1,                   0.94,                0.73508,                0.81469,                0.82398,                 1.1382,              0.0018079,              0.0018079,              0.0018079
                    100,                0.68819,                0.65562,                 1.0307,                0.74356,                      1,                   0.94,                0.73508,                0.81469,                0.82398,                 1.1382,               0.001806,               0.001806,               0.001806
                    101,                 0.7041,                0.65561,                  1.038,                0.74848,                      1,                0.92625,                0.69849,                0.87906,                0.91288,                 1.1959,               0.001804,               0.001804,               0.001804
                    102,                0.71299,                0.63881,                 1.0111,                 0.7495,                      1,                0.92625,                 0.7136,                0.89135,                0.94542,                 1.2091,               0.001802,               0.001802,               0.001802
                    103,                0.69849,                0.63638,                 1.0131,                0.74431,                      1,                0.91556,                0.74932,                0.83752,                0.89733,                 1.1388,                 0.0018,                 0.0018,                 0.0018
                    104,                0.62592,                0.61434,                0.96971,                0.80507,                      1,                  0.935,                0.72791,                 0.8064,                0.80378,                 1.0899,               0.001798,               0.001798,               0.001798
                    105,                0.66163,                0.64138,                 1.0125,                0.80507,                      1,                  0.935,                0.72791,                 0.8064,                0.80378,                 1.0899,              0.0017961,              0.0017961,              0.0017961
                    106,                0.72361,                 0.6847,                 1.0301,                0.80211,                      1,                0.91929,                0.73935,                0.82031,                0.80301,                  1.094,              0.0017941,              0.0017941,              0.0017941
                    107,                0.72453,                0.64377,                 1.0063,                0.77071,                      1,                  0.935,                 0.7117,                0.81683,                 0.7925,                 1.0987,              0.0017921,              0.0017921,              0.0017921
                    108,                0.66607,                0.61854,                0.98402,                0.74757,                      1,                0.91929,                0.71182,                0.83941,                0.77921,                 1.1139,              0.0017901,              0.0017901,              0.0017901
                    109,                0.73572,                0.66413,                 1.0178,                0.76615,                      1,                0.94125,                0.73897,                0.83491,                0.73278,                 1.0768,              0.0017881,              0.0017881,              0.0017881
                    110,                0.71591,                 0.6617,                  1.002,                0.75578,                      1,                 0.9275,                  0.761,                 0.7539,                 0.7185,                 1.0226,              0.0017862,              0.0017862,              0.0017862
                    111,                0.67599,                0.63079,                0.98917,                0.75578,                      1,                 0.9275,                  0.761,                 0.7539,                 0.7185,                 1.0226,              0.0017842,              0.0017842,              0.0017842
                    112,                0.69331,                0.66962,                0.98379,                0.81727,                0.99442,                0.91375,                 0.7544,                0.70417,                0.72787,                0.97045,              0.0017822,              0.0017822,              0.0017822
                    113,                0.67646,                0.63366,                0.99053,                  0.816,                0.98665,                0.84167,                 0.7204,                0.68368,                0.72309,                0.95623,              0.0017802,              0.0017802,              0.0017802
                    114,                 0.6893,                 0.7087,                 1.0218,                0.81556,                0.98398,                  0.835,                0.70298,                0.67573,                0.76715,                0.98083,              0.0017782,              0.0017782,              0.0017782
                    115,                0.67601,                 0.6631,                 1.0215,                0.74161,                      1,                 0.8355,                0.70325,                0.65528,                0.77479,                 0.9931,              0.0017763,              0.0017763,              0.0017763
                    116,                0.64301,                0.62566,                 1.0005,                0.74161,                      1,                 0.8355,                0.70325,                0.65528,                0.77479,                 0.9931,              0.0017743,              0.0017743,              0.0017743
                    117,                0.69143,                0.67659,                 1.0555,                0.68609,                      1,                0.82726,                0.72187,                0.69039,                0.75825,                 1.0426,              0.0017723,              0.0017723,              0.0017723
                    118,                0.65704,                0.64173,                0.99715,                0.68653,                      1,                0.85665,                0.70557,                0.77183,                0.73149,                 1.0594,              0.0017703,              0.0017703,              0.0017703
                    119,                0.71714,                0.63168,                 1.0171,                0.88504,                0.85813,                0.88782,                0.70776,                 0.8575,                0.74892,                 1.0833,              0.0017683,              0.0017683,              0.0017683
                    120,                0.67862,                 0.6174,                 1.0125,                0.88195,                0.88889,                0.86917,                 0.6986,                0.86095,                0.76444,                 1.0548,              0.0017664,              0.0017664,              0.0017664
                    121,                0.80114,                0.75937,                 1.1358,                0.88195,                0.88889,                0.86917,                 0.6986,                0.86095,                0.76444,                 1.0548,              0.0017644,              0.0017644,              0.0017644
                    122,                0.78917,                0.65923,                 1.0217,                0.85427,                0.88889,                 0.8756,                0.66929,                0.94168,                0.78158,                 1.1305,              0.0017624,              0.0017624,              0.0017624
                    123,                0.72556,                0.65611,                0.99327,                0.81563,                0.98444,                0.92611,                0.69197,                0.98358,                0.79872,                 1.1524,              0.0017604,              0.0017604,              0.0017604
                    124,                0.61695,                  0.584,                0.98176,                0.89678,                0.96778,                  0.962,                 0.7111,                0.99341,                 0.7549,                 1.1754,              0.0017584,              0.0017584,              0.0017584
                    125,                 0.7149,                0.64095,                0.98958,                0.88546,                      1,                  0.973,                0.73505,                0.94647,                0.75225,                  1.144,              0.0017565,              0.0017565,              0.0017565
                    126,                0.68089,                0.59975,                0.98951,                0.88277,                      1,                  0.962,                0.78121,                0.88942,                0.75056,                  1.086,              0.0017545,              0.0017545,              0.0017545
                    127,                0.68642,                0.59785,                  1.037,                0.88277,                      1,                  0.962,                0.78121,                0.88942,                0.75056,                  1.086,              0.0017525,              0.0017525,              0.0017525
                    128,                0.68011,                0.57355,                 1.0033,                0.84855,                      1,                  0.918,                  0.744,                0.85438,                0.73259,                 1.0625,              0.0017505,              0.0017505,              0.0017505
                    129,                0.68184,                 0.6277,                 1.0139,                0.81382,                      1,                  0.907,                0.74646,                0.79106,                0.68467,                0.99462,              0.0017485,              0.0017485,              0.0017485
                    130,                0.66519,                0.56763,                0.99868,                 0.8058,                      1,                0.90167,                0.72658,                0.74282,                 0.7011,                0.96766,              0.0017466,              0.0017466,              0.0017466
                    131,                0.76193,                0.64108,                 1.0364,                0.85211,                0.88889,                0.86917,                0.69371,                0.74525,                0.73409,                0.97612,              0.0017446,              0.0017446,              0.0017446
                    132,                0.67781,                0.63445,                  1.001,                0.85211,                0.88889,                0.86917,                0.69371,                0.74525,                0.73409,                0.97612,              0.0017426,              0.0017426,              0.0017426
                    133,                0.64627,                0.56671,                0.99103,                0.86896,                0.88889,                0.88194,                0.69274,                0.87599,                0.79046,                 1.0638,              0.0017406,              0.0017406,              0.0017406
                    134,                0.78089,                 0.7032,                 1.0376,                0.89713,                0.97126,                  0.929,                0.67867,                0.94617,                0.83022,                 1.0955,              0.0017386,              0.0017386,              0.0017386
                    135,                0.70444,                0.65061,                 1.0314,                0.85906,                0.88889,                0.88194,                0.66753,                0.86565,                0.79465,                 1.0621,              0.0017367,              0.0017367,              0.0017367
                    136,                0.72702,                0.71556,                 1.0367,                0.86957,                0.88889,                0.88782,                0.72935,                0.73672,                0.75683,                 1.0017,              0.0017347,              0.0017347,              0.0017347
                    137,                0.67456,                0.61003,                 1.0031,                0.86957,                0.88889,                0.88782,                0.72935,                0.73672,                0.75683,                 1.0017,              0.0017327,              0.0017327,              0.0017327
                    138,                0.76488,                0.66483,                 1.0385,                0.88756,                0.87829,                0.90004,                0.72822,                0.76647,                0.76669,                 1.0126,              0.0017307,              0.0017307,              0.0017307
                    139,                0.70275,                0.63335,                 1.0274,                0.88829,                0.88406,                0.90004,                0.73291,                0.77124,                0.76403,                0.98655,              0.0017287,              0.0017287,              0.0017287
