                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.93378,                 1.0888,                 1.2186,                0.97194,                 0.7194,                0.76829,                0.48717,                 1.2375,                0.92529,                 1.5575,             0.00064125,             0.00064125,             0.00064125
                     42,                0.91847,                 1.1191,                  1.236,                0.96552,                0.72239,                0.76954,                0.50455,                 1.2103,                0.91935,                  1.486,             0.00064059,             0.00064059,             0.00064059
                     43,                0.92053,                 1.0944,                 1.2275,                0.89984,                0.72592,                0.75653,                0.50158,                 1.2158,                 0.9897,                 1.4684,             0.00063993,             0.00063993,             0.00063993
                     44,                0.88306,                 1.0537,                 1.1805,                 0.9678,                0.72934,                0.74453,                0.47717,                 1.2463,                0.97209,                 1.5015,             0.00063927,             0.00063927,             0.00063927
                     45,                0.89214,                  1.136,                 1.2283,                0.96107,                0.71081,                0.73742,                0.45946,                 1.2392,                  0.914,                 1.5693,             0.00063861,             0.00063861,             0.00063861
                     46,                0.83372,                0.99503,                 1.1819,                0.74009,                0.69773,                0.73703,                0.46577,                 1.2366,                 0.9851,                 1.5911,             0.00063795,             0.00063795,             0.00063795
                     47,                0.87356,                   1.06,                 1.1907,                0.74429,                0.67245,                0.75276,                0.47536,                 1.1775,                0.95184,                 1.4965,             0.00063729,             0.00063729,             0.00063729
                     48,                0.87003,                0.99405,                 1.2022,                 0.7076,                0.70126,                0.74406,                0.47662,                 1.2226,                 1.0133,                 1.5577,             0.00063662,             0.00063662,             0.00063662
                     49,                0.86617,                0.97797,                 1.1945,                0.71271,                0.69097,                0.73269,                0.47943,                 1.2573,                 1.0221,                 1.5685,             0.00063596,             0.00063596,             0.00063596
                     50,                0.84044,                0.99417,                 1.1763,                0.76896,                  0.711,                  0.755,                0.48319,                 1.2379,                0.82542,                 1.5516,              0.0006353,              0.0006353,              0.0006353
                     51,                0.85655,                0.96587,                 1.1756,                0.75449,                0.70569,                0.75727,                 0.4916,                 1.2891,                0.88752,                 1.5695,             0.00063464,             0.00063464,             0.00063464
                     52,                0.88467,                 1.0336,                 1.2044,                0.71826,                0.73036,                0.74887,                0.48123,                 1.2533,                0.94976,                 1.5351,             0.00063398,             0.00063398,             0.00063398
                     53,                0.84226,                0.95897,                  1.172,                0.75575,                0.70191,                  0.757,                0.48576,                 1.1881,                0.84018,                 1.4782,             0.00063332,             0.00063332,             0.00063332
                     54,                0.84188,                0.99484,                 1.1784,                0.77636,                0.70648,                0.75717,                0.50046,                 1.1836,                0.85522,                  1.479,             0.00063266,             0.00063266,             0.00063266
                     55,                0.79967,                0.91245,                   1.14,                0.77392,                0.68838,                0.74419,                 0.4829,                 1.2308,                0.85942,                 1.5375,               0.000632,               0.000632,               0.000632
                     56,                0.86489,                0.96065,                 1.1853,                0.72954,                0.72535,                 0.7588,                0.48016,                 1.2907,                0.78275,                 1.5791,             0.00063134,             0.00063134,             0.00063134
                     57,                 0.8205,                0.93779,                 1.1674,                0.76558,                0.74937,                0.77423,                0.49575,                  1.249,                0.78826,                 1.5563,             0.00063068,             0.00063068,             0.00063068
                     58,                0.80092,                 0.8902,                 1.1232,                0.75435,                0.71633,                0.75606,                0.47458,                 1.2551,                0.83908,                 1.5671,             0.00063002,             0.00063002,             0.00063002
                     59,                0.82098,                0.95856,                 1.1601,                0.71449,                0.68982,                0.74982,                 0.4854,                 1.2049,                0.81801,                 1.5508,             0.00062936,             0.00062936,             0.00062936
                     60,                0.82777,                0.85719,                 1.1644,                0.74313,                0.68688,                0.74059,                0.49565,                 1.2142,                0.84158,                  1.594,              0.0006287,              0.0006287,              0.0006287
                     61,                0.82727,                0.91764,                 1.1381,                0.73445,                0.69347,                0.75163,                 0.4685,                 1.3134,                0.88971,                 1.6551,             0.00062804,             0.00062804,             0.00062804
                     62,                0.80983,                0.89242,                 1.1357,                 0.9305,                 0.6949,                0.74644,                0.48029,                 1.2576,                0.84872,                  1.575,             0.00062738,             0.00062738,             0.00062738
                     63,                0.85379,                0.91067,                 1.1758,                0.75988,                 0.6953,                0.74843,                0.48797,                  1.202,                0.85559,                 1.5216,             0.00062672,             0.00062672,             0.00062672
                     64,                0.80238,                0.91023,                 1.1666,                0.74359,                0.73644,                 0.7574,                0.49425,                 1.2249,                0.84329,                 1.5649,             0.00062606,             0.00062606,             0.00062606
                     65,                0.81938,                0.86979,                  1.146,                0.74665,                 0.6879,                0.74505,                0.48358,                 1.2284,                0.84834,                 1.5671,              0.0006254,              0.0006254,              0.0006254
                     66,                 0.8249,                0.87858,                 1.1675,                0.74192,                 0.7157,                0.74867,                0.50852,                 1.1079,                0.75021,                 1.4131,             0.00062474,             0.00062474,             0.00062474
                     67,                0.82053,                0.86359,                 1.1623,                0.73582,                0.74871,                0.76425,                0.51703,                 1.1269,                0.70295,                 1.4453,             0.00062408,             0.00062408,             0.00062408
                     68,                0.80071,                0.91687,                 1.1718,                0.74139,                 0.7185,                0.74715,                0.51425,                 1.1631,                0.78191,                 1.4842,             0.00062342,             0.00062342,             0.00062342
                     69,                0.74442,                0.79551,                 1.1116,                0.73102,                0.73159,                0.74554,                0.49014,                 1.2297,                0.82621,                 1.5944,             0.00062276,             0.00062276,             0.00062276
                     70,                0.79034,                0.84642,                 1.1318,                0.76294,                0.71206,                0.75757,                0.51045,                 1.1942,                0.77923,                 1.5347,              0.0006221,              0.0006221,              0.0006221
                     71,                0.75794,                0.82806,                  1.118,                0.75863,                0.71851,                 0.7434,                0.51094,                 1.1554,                0.77194,                  1.452,             0.00062144,             0.00062144,             0.00062144
                     72,                0.74529,                0.81296,                  1.086,                0.78122,                0.70628,                0.76259,                0.49786,                 1.2238,                0.76272,                 1.5036,             0.00062078,             0.00062078,             0.00062078
                     73,                0.77011,                0.82387,                 1.1104,                0.79174,                0.72657,                0.78217,                0.53857,                 1.1066,                0.69835,                 1.3769,             0.00062012,             0.00062012,             0.00062012
                     74,                0.76047,                0.77635,                   1.11,                0.79201,                0.75843,                 0.7818,                0.53799,                 1.0965,                0.73221,                 1.3915,             0.00061946,             0.00061946,             0.00061946
                     75,                0.77324,                0.82051,                 1.1244,                0.76845,                0.73751,                0.75512,                 0.4954,                  1.154,                0.75953,                 1.4729,              0.0006188,              0.0006188,              0.0006188
                     76,                0.77778,                0.81942,                 1.1081,                0.74234,                 0.7502,                0.74833,                0.49778,                  1.158,                0.76634,                 1.4316,             0.00061814,             0.00061814,             0.00061814
                     77,                0.77657,                0.79333,                 1.1136,                0.71186,                0.71215,                0.72978,                0.49121,                 1.1798,                 0.8011,                 1.4713,             0.00061748,             0.00061748,             0.00061748
                     78,                0.79639,                0.81445,                 1.1346,                0.75708,                0.70666,                0.75335,                0.48315,                 1.2052,                0.84255,                 1.5084,             0.00061681,             0.00061681,             0.00061681
                     79,                0.73093,                0.74174,                 1.0741,                0.73866,                0.72673,                0.75623,                 0.4795,                 1.2097,                0.80883,                 1.5418,             0.00061615,             0.00061615,             0.00061615
                     80,                0.79838,                0.75955,                 1.1308,                0.76937,                0.69765,                0.76105,                0.50478,                   1.18,                0.77715,                 1.5084,             0.00061549,             0.00061549,             0.00061549
                     81,                 0.7891,                0.80384,                 1.1147,                0.74592,                0.71431,                0.75861,                0.48797,                 1.2367,                0.79279,                 1.5539,             0.00061483,             0.00061483,             0.00061483
                     82,                0.74005,                0.74568,                  1.107,                0.73186,                0.73129,                0.73886,                0.47424,                 1.2131,                0.75622,                 1.5359,             0.00061417,             0.00061417,             0.00061417
                     83,                0.73976,                0.77202,                 1.0849,                0.76057,                0.72929,                0.75704,                0.51784,                 1.1707,                0.67886,                 1.4957,             0.00061351,             0.00061351,             0.00061351
                     84,                0.74935,                0.74903,                 1.0945,                0.72646,                0.74126,                0.75832,                 0.4978,                  1.174,                0.76705,                 1.5153,             0.00061285,             0.00061285,             0.00061285
                     85,                0.74524,                0.72629,                 1.1061,                0.74202,                0.74252,                0.75671,                0.51726,                 1.1325,                0.71758,                 1.4625,             0.00061219,             0.00061219,             0.00061219
                     86,                0.76866,                0.75942,                 1.1054,                0.91681,                0.74391,                0.74897,                0.49692,                  1.151,                0.79093,                 1.4588,             0.00061153,             0.00061153,             0.00061153
                     87,                0.71098,                0.70468,                 1.0771,                0.72125,                0.73069,                0.75425,                0.47882,                 1.2249,                0.78938,                 1.5343,             0.00061087,             0.00061087,             0.00061087
                     88,                0.77973,                0.72895,                 1.1205,                0.75202,                 0.7386,                0.75812,                 0.4863,                 1.2008,                0.76503,                 1.5407,             0.00061021,             0.00061021,             0.00061021
                     89,                0.74625,                0.75397,                 1.1179,                0.76244,                0.76256,                0.77493,                0.50049,                 1.1749,                0.67001,                  1.509,             0.00060955,             0.00060955,             0.00060955
                     90,                0.71535,                0.73451,                 1.0962,                0.72101,                0.75616,                0.77181,                0.49121,                 1.2079,                 0.7079,                 1.5469,             0.00060889,             0.00060889,             0.00060889
                     91,                0.74305,                  0.746,                  1.105,                0.92814,                0.72658,                0.75153,                0.49371,                 1.2101,                  0.768,                 1.5364,             0.00060823,             0.00060823,             0.00060823
                     92,                0.73273,                0.74144,                  1.099,                0.73902,                0.67739,                0.73791,                0.48215,                 1.1927,                0.77372,                 1.5073,             0.00060757,             0.00060757,             0.00060757
                     93,                0.71401,                0.71097,                 1.0844,                0.73859,                0.71077,                  0.743,                0.50709,                 1.1407,                0.81632,                 1.4698,             0.00060691,             0.00060691,             0.00060691
                     94,                0.76659,                0.71287,                 1.1318,                0.74878,                0.66458,                0.72287,                0.48439,                 1.1846,                0.87104,                 1.5441,             0.00060625,             0.00060625,             0.00060625
                     95,                0.67466,                0.66522,                 1.0692,                0.73093,                0.72437,                 0.7426,                0.49194,                 1.1682,                0.78436,                 1.5105,             0.00060559,             0.00060559,             0.00060559
                     96,                0.73191,                0.71701,                  1.075,                0.73487,                0.74196,                 0.7662,                0.50783,                 1.2094,                0.75665,                 1.5642,             0.00060493,             0.00060493,             0.00060493
                     97,                0.76681,                0.73381,                 1.0988,                0.71933,                0.75793,                0.77439,                0.48869,                 1.1994,                0.71564,                 1.5836,             0.00060427,             0.00060427,             0.00060427
                     98,                0.70765,                0.68709,                  1.075,                0.93313,                0.69636,                0.76264,                0.49094,                 1.1432,                0.72604,                 1.4707,             0.00060361,             0.00060361,             0.00060361
                     99,                0.70837,                0.66483,                 1.0926,                0.95396,                0.71113,                0.76639,                0.50656,                 1.1258,                0.69545,                 1.4363,             0.00060295,             0.00060295,             0.00060295
                    100,                0.68014,                0.69513,                  1.057,                0.74346,                0.75905,                0.77143,                0.51636,                 1.1093,                0.72124,                 1.4128,             0.00060229,             0.00060229,             0.00060229
                    101,                0.66958,                0.64598,                 1.0725,                0.76587,                0.72788,                0.76852,                0.50855,                 1.1498,                0.67147,                  1.448,             0.00060163,             0.00060163,             0.00060163
                    102,                0.72295,                0.65473,                 1.0874,                0.76043,                0.73116,                0.76093,                0.50322,                 1.1982,                0.71548,                  1.514,             0.00060097,             0.00060097,             0.00060097
                    103,                0.69282,                0.65747,                 1.0867,                0.74002,                0.72502,                0.76379,                0.51835,                 1.1879,                0.74015,                 1.5011,             0.00060031,             0.00060031,             0.00060031
                    104,                0.69033,                0.69647,                 1.0712,                0.73891,                0.73021,                 0.7606,                0.50761,                 1.1841,                0.68961,                 1.4896,             0.00059965,             0.00059965,             0.00059965
                    105,                0.70889,                0.68354,                 1.0763,                0.73642,                0.74138,                0.75913,                0.49656,                 1.2046,                0.73072,                 1.4933,             0.00059899,             0.00059899,             0.00059899
                    106,                0.71174,                0.66844,                 1.0768,                0.68164,                0.67071,                0.71349,                0.46861,                 1.2054,                0.84292,                 1.5331,             0.00059833,             0.00059833,             0.00059833
                    107,                0.72116,                0.67508,                 1.0637,                0.71748,                0.72948,                0.75357,                0.48017,                 1.2745,                0.73126,                 1.6252,             0.00059767,             0.00059767,             0.00059767
                    108,                0.70718,                0.65484,                 1.0861,                0.76907,                0.72585,                  0.761,                0.47641,                 1.2338,                0.63976,                 1.5712,             0.00059701,             0.00059701,             0.00059701
                    109,                0.71638,                0.67293,                 1.0831,                0.77142,                0.74324,                0.76869,                0.48515,                 1.2237,                0.64112,                 1.5388,             0.00059634,             0.00059634,             0.00059634
                    110,                0.66642,                0.60858,                 1.0589,                0.76482,                 0.7417,                0.77382,                0.49615,                 1.2209,                0.68082,                 1.5385,             0.00059568,             0.00059568,             0.00059568
                    111,                 0.7207,                0.67255,                 1.0915,                0.73103,                0.74276,                0.75831,                0.49895,                 1.1813,                0.66875,                 1.5164,             0.00059502,             0.00059502,             0.00059502
                    112,                0.69338,                0.65631,                  1.078,                0.76253,                0.74195,                0.75234,                0.47972,                 1.1959,                0.68632,                 1.5224,             0.00059436,             0.00059436,             0.00059436
                    113,                0.65663,                0.60314,                 1.0508,                0.75352,                0.76779,                 0.7739,                0.50369,                 1.1757,                 0.6439,                 1.5257,              0.0005937,              0.0005937,              0.0005937
                    114,                0.65913,                0.61765,                  1.033,                0.77261,                0.70825,                0.76334,                0.48952,                 1.1969,                0.77571,                 1.5189,             0.00059304,             0.00059304,             0.00059304
                    115,                0.64434,                0.57922,                 1.0392,                0.77906,                0.71508,                0.75912,                0.49316,                 1.2196,                0.69579,                 1.5372,             0.00059238,             0.00059238,             0.00059238
                    116,                0.64477,                 0.6133,                 1.0388,                0.77332,                0.72215,                0.77338,                0.50837,                 1.2345,                0.61183,                 1.5615,             0.00059172,             0.00059172,             0.00059172
                    117,                0.67144,                0.63898,                  1.071,                0.77387,                 0.7471,                0.77914,                0.50367,                 1.2174,                0.65195,                 1.5475,             0.00059106,             0.00059106,             0.00059106
                    118,                0.68498,                0.64031,                 1.0806,                 0.7549,                0.70238,                 0.7583,                0.48281,                 1.2372,                0.74755,                 1.5634,              0.0005904,              0.0005904,              0.0005904
                    119,                   0.69,                0.60411,                 1.0442,                0.74718,                0.68115,                0.74028,                0.48851,                 1.1665,                0.77023,                 1.5433,             0.00058974,             0.00058974,             0.00058974
                    120,                 0.6454,                 0.5927,                 1.0333,                0.74585,                0.71248,                0.73734,                0.48741,                 1.1608,                0.75727,                 1.5292,             0.00058908,             0.00058908,             0.00058908
                    121,                0.68523,                0.61999,                 1.0655,                0.73443,                 0.7172,                0.74041,                0.47294,                 1.2419,                0.74577,                 1.5785,             0.00058842,             0.00058842,             0.00058842
                    122,                0.64899,                0.60727,                 1.0484,                0.75141,                0.71372,                0.75297,                0.48067,                 1.2376,                0.72554,                 1.5662,             0.00058776,             0.00058776,             0.00058776
                    123,                0.65649,                0.61133,                 1.0663,                0.75501,                0.72555,                0.75804,                0.48633,                 1.2046,                0.70108,                  1.541,              0.0005871,              0.0005871,              0.0005871
